umowa_id,numer_umowy,kontrahent_id,data_podpisania,data_rozpoczecia,data_zakonczenia,wartosc,waluta,status,opiekun
230,UM/2022/00230,335,2022-01-19,2022-02-07,2024-10-14,14345.47,PLN,zakończona,Adrian Heleniak
231,UM/2024/00231,1498,2024-08-26,2024-09-01,2027-08-26,10256.84,PLN,w przygotowaniu,pan Maciej Łapacz
232,UM/2022/00232,1677,2022-05-23,2022-05-25,2025-12-07,136665.07,PLN,w przygotowaniu,Tobiasz Rosłon
233,UM/2024/00233,234,2024-11-16,2024-12-05,2028-12-04,149530.39,PLN,zakończona,Justyna Lorenz
234,UM/2024/00234,1343,2024-02-16,2024-03-07,2027-08-08,329661.84,PLN,w przygotowaniu,Norbert Niksa
235,UM/2021/00235,2531,2021-09-28,2021-10-17,2023-02-02,390593.72,PLN,w przygotowaniu,Jeremi Słoka
236,UM/2025/00236,1126,2024-12-23,2025-01-02,2025-10-15,425553.98,PLN,w przygotowaniu,Krystyna Paluszak
237,UM/2022/00237,496,2021-12-20,2022-01-04,2022-08-27,313540.85,PLN,w przygotowaniu,Karina Polnik
238,UM/2023/00238,2114,2023-02-06,2023-02-15,2025-04-05,268481.03,PLN,zakończona,Marcel Tylman
239,UM/2023/00239,1055,2023-01-26,2023-01-27,2026-08-10,420992.02,PLN,w przygotowaniu,pani Kornelia Orawiec
240,UM/2026/00240,1724,2026-06-01,2026-06-06,2027-08-26,276760.95,PLN,w przygotowaniu,pan Cyprian Matura
241,UM/2023/00241,91,2023-09-30,2023-10-15,2025-12-22,328736.26,PLN,aktywna,Damian Siedlaczek
242,UM/2026/00242,93,2026-03-04,2026-03-15,2026-10-05,228958.78,PLN,aktywna,pani Kaja Wałęsa
243,UM/2022/00243,2039,2021-12-25,2022-01-03,2025-06-13,432167.68,PLN,w przygotowaniu,Tymon Konstanty
244,UM/2025/00244,1829,2025-04-03,2025-04-13,2027-05-02,343120.73,PLN,w przygotowaniu,Jacek Filus
245,UM/2025/00245,1353,2024-12-26,2025-01-06,2025-12-25,497234.59,PLN,w przygotowaniu,Cyprian Warych
246,UM/2025/00246,1728,2025-10-09,2025-10-25,2028-02-27,13221.16,PLN,w przygotowaniu,pani Blanka Dzienis
247,UM/2024/00247,1739,2024-07-28,2024-08-16,2026-05-17,364730.64,PLN,aktywna,pani Rozalia Szwiec
248,UM/2022/00248,456,2022-02-16,2022-02-20,2024-04-15,390418.24,PLN,zakończona,Aniela Skotarczak
249,UM/2026/00249,1120,2026-05-08,2026-05-13,2027-06-19,147405.21,PLN,w przygotowaniu,Olgierd Solnica
250,UM/2025/00250,1981,2025-05-21,2025-05-22,2027-03-27,3329.73,PLN,zakończona,Natan Tomzik
251,UM/2022/00251,163,2022-03-05,2022-03-17,2025-08-29,448241.05,PLN,zakończona,Mateusz Karwan
252,UM/2022/00252,1104,2022-04-20,2022-05-03,2024-04-23,26258.06,PLN,zakończona,pani Lidia Sajewicz
253,UM/2026/00253,1985,2026-01-29,2026-02-03,2028-12-27,418981.15,PLN,w przygotowaniu,Rafał Botor
254,UM/2024/00254,1184,2024-03-16,2024-03-30,2027-03-17,193783.07,PLN,aktywna,Ida Białk
255,UM/2025/00255,871,2025-05-18,2025-05-28,2028-08-18,220295.11,PLN,w przygotowaniu,pani Ewa Achtelik
256,UM/2024/00256,122,2024-07-06,2024-07-25,2028-03-11,48150.74,PLN,w przygotowaniu,Stefan Ligenza
257,UM/2021/00257,1711,2021-11-09,2021-11-16,2022-04-30,134250.29,PLN,zakończona,Andrzej Halama
258,UM/2023/00258,330,2023-03-28,2023-04-13,2027-01-17,8165.14,PLN,zakończona,Marcel Wawszczak
259,UM/2026/00259,187,2026-07-14,2026-07-18,2026-05-09,79287.52,PLN,aktywna,Tymon Majzner
260,UM/2023/00260,1953,2023-04-20,2023-05-01,2026-09-26,228887.05,PLN ,aktywna,Robert Golonko
261,UM/2025/00261,767,2025-11-14,2025-11-30,2028-08-02,424637.65,PLN,zakończona,Dominik Suchojad
262,UM/2023/00262,1475,2023-06-16,2023-06-27,2026-04-02,174175.75,PLN,zakończona,Igor Hudzik
263,UM/2024/00263,1327,2024-05-18,2024-05-30,2026-12-23,438523.9,PLN,zakończona,Julita Dolega
264,UM/2023/00001,1575,2021-09-03,2021-09-11,2024-04-30,492894.91,PLN,w przygotowaniu,pan Adrian Leszcz
265,UM/2024/00265,688,2024-03-13,2024-03-25,2027-06-03,155630.05,PLN,w przygotowaniu,Roksana Brachman
266,UM/2024/00266,919,2024-03-16,2024-03-17,2025-01-29,26584.66,PLN,aktywna,pan Mieszko Bork
267,UM/2023/00267,1070,2023-06-14,2023-06-26,2025-09-14,320896.13,PLN,zakończona,Aleksander Gołota
268,UM/2026/00268,978,2026-04-16,2026-04-25,2027-12-16,222917.19,PLN,w przygotowaniu,Patryk Kaźmierczyk
269,UM/2023/00269,1088,2023-06-18,2023-07-08,2024-07-11,313711.92,PLN,w przygotowaniu,Liwia Chaber
270,UM/2023/00270,1865,2023-03-01,2023-03-01,2025-01-08,144035.66,PLN,aktywna,Tomasz Wałdoch
271,UM/2025/00271,1524,2025-06-02,2025-06-03,2027-05-31,165141.42,PLN,w przygotowaniu,pan Iwo Kandzia
272,UM/2023/00272,803,2023-09-05,2023-09-20,2025-02-25,21145.59,PLN,w przygotowaniu,Maciej Gęca
273,UM/2023/00273,434,2023-06-06,2023-06-08,2027-04-26,261765.07,PLN,w przygotowaniu,Krystian Kuźnia
274,UM/2023/00274,495,2023-10-01,2023-10-07,2027-08-24,267873.69,PLN,zakończona,Miłosz Ziarnik
275,UM/2026/00275,1427,2026-04-30,2026-05-10,2028-08-22,282360.15,PLN,aktywna,pani Angelika Buksa
276,UM/2023/00001,423,2022-07-16,2022-07-22,2026-01-09,123829.33,PLN,w przygotowaniu,Przemysław Sosnówka
277,UM/2022/00277,314,2022-05-10,2022-05-29,2024-04-09,334198.88,PLN,zakończona,pani Eliza Winnik
278,UM/2026/00278,357,2026-04-20,2026-04-22,2029-02-21,260381.36,PLN,aktywna,pan Tobiasz Zgoła
279,UM/2025/00279,1809,2025-07-09,2025-07-23,2027-12-02,147961.52,PLN,aktywna,pani Anastazja Matus
280,UM/2023/00280,1082,2023-08-21,2023-09-07,2024-03-20,312236.4,PLN,aktywna,Nela Damek
281,UM/2026/00281,1360,2026-05-12,2026-05-31,2029-12-25,78469.96,PLN,aktywna,Konrad Galuba
282,UM/2023/00282,1703,2022-12-15,2023-01-02,2024-07-02,385057.65,PLN,zakończona,pan Damian Biegała
283,UM/2022/00283,842,2022-12-02,2022-12-22,2026-08-10,153577.5,PLN,zakończona,Daniel Kuran
284,UM/2023/00284,870,2023-09-14,2023-09-30,2026-11-21,209538.05,PLN,zakończona,pani Natasza Forysiak
285,UM/2025/00285,1969,2025-01-23,2025-02-06,2025-11-08,192166.56,PLN,w przygotowaniu,Roksana Daraż
286,UM/2023/00286,229,2023-04-14,2023-05-01,2026-07-06,147164.28,PLN,aktywna,Bianka Orkisz
287,UM/2025/00287,1697,2025-12-05,2025-12-25,2029-09-11,159715.53,PLN,w przygotowaniu,pani Aniela Wiszowata
288,UM/2021/00288,149,2021-11-17,2021-12-07,2024-09-07,394274.74,PLN,zakończona,pani Adrianna Wszoła
289,UM/2022/00289,266,2022-08-19,2022-08-23,2026-08-10,496421.29,PLN,aktywna,Apolonia Opyrchał
290,UM/2023/00290,2008,2023-08-11,2023-08-20,2023-08-03,31996.27,PLN,w przygotowaniu,Jan Michnik
291,UM/2026/00291,1237,2026-01-05,2026-01-15,2025-10-27,310964.46,PLN,w przygotowaniu,pan Marek Nazarewicz
292,UM/2025/00292,1735,2025-10-13,2025-10-31,2028-07-21,161177.35,PLN,w przygotowaniu,Albert Chadaj
293,UM/2026/00293,699,2026-05-28,2026-06-10,2027-03-19,258409.31,PLN,aktywna,Ewelina Koman
294,UM/2021/00294,991,2021-09-18,2021-10-02,2024-10-11,433543.34,PLN,aktywna,pan Miłosz Smolka
295,UM/2025/00295,991,2025-11-28,2025-12-09,2029-02-06,291179.09,PLN,zakończona,pan Olgierd Bartman
296,UM/2022/00296,967,2022-02-23,2022-03-03,2023-05-17,164563.32,PLN,w przygotowaniu,Adam Karwan
297,UM/2022/00297,723,2022-06-30,2022-07-11,2023-11-26,346825.18,PLN,aktywna,pan Paweł Armatys
298,UM/2023/00001,1184,2025-09-23,2025-10-04,2027-01-07,160308.12,PLN,zakończona,Tobiasz Zwara
299,UM/2021/00299,1570,2021-12-23,2021-12-28,2022-10-22,405669.35,PLN,zakończona,pani Urszula Olkowicz
300,UM/2023/00300,1364,2023-01-23,2023-01-26,2024-06-24,455290.04,PLN,zakończona,Ewa Kuran
301,UM/2024/00301,2107,2024-11-13,2024-11-26,2024-10-20,101379.71,PLN,zakończona,Filip Mikiciuk
302,UM/2025/00302,631,2025-06-21,2025-06-27,2026-01-15,50717.44,PLN,zakończona,Karol Linka
303,UM/2025/00303,532,2025-01-25,2025-02-10,2025-07-18,372061.51,PLN,aktywna,Borys Smoter
304,UM/2023/00304,1985,2023-08-28,2023-09-09,2023-12-13,116975.63,PLN,zakończona,Bartek Nyc
305,UM/2023/00305,851,2023-01-26,2023-02-03,2024-07-02,340182.01,PLN,aktywna,Maksymilian Lang
306,UM/2022/00306,1538,2022-07-23,2022-07-29,2022-07-18,123573.54,PLN,zakończona,Maurycy Dorociak
307,UM/2023/00307,303,2023-10-04,2023-10-16,2025-08-04,319520.49,PLN,w przygotowaniu,Norbert Nicewicz
308,UM/2023/00001,2029,2026-01-25,2026-01-26,2029-05-20,405953.76,PLN,zakończona,pan Łukasz Leonowicz
309,UM/2022/00309,1475,2022-05-25,2022-05-27,2023-03-06,135222.96,PLN,w przygotowaniu,Krzysztof Kastelik
310,UM/2025/00310,2342,2025-08-17,2025-08-20,2027-02-27,237948.97,PLN,w przygotowaniu,pan Stanisław Ograbek
311,UM/2023/00001,1562,2022-08-16,2022-09-01,2026-08-30,183562.08,PLN,zakończona,pani Adrianna Żółkiewicz
312,UM/2025/00312,1278,2025-08-09,2025-08-26,2029-08-04,182468.25,PLN,zakończona,Jacek Mućko
313,UM/2023/00001,581,2021-10-29,2021-11-05,2025-08-23,167566.96,PLN,w przygotowaniu,pan Fabian Banak
314,UM/2024/00314,691,2024-03-04,2024-03-12,2025-04-20,18730.21,PLN,zakończona,pan Aleksander Orkisz
315,UM/2025/00315,972,2025-08-13,2025-08-14,2025-03-25,382157.83,PLN,aktywna,Gabriel Kaletka
316,UM/2022/00316,70,2022-03-17,2022-03-17,2023-09-20,133904.67,PLN,w przygotowaniu,Artur Gumienny
317,UM/2024/00317,554,2024-06-29,2024-07-14,2028-03-02,182531.51,PLN,w przygotowaniu,Sonia Kukuczka
318,UM/2022/00318,1098,2022-06-25,2022-06-26,2023-10-31,253783.97,PLN,aktywna,pani Krystyna Misiaszek
319,UM/2025/00319,1716,2025-09-23,2025-10-10,2028-02-13,397559.6,PLN,w przygotowaniu,Lidia Darłak
320,UM/2022/00320,1370,2022-10-16,2022-10-27,2024-04-17,475061.29,PLN,zakończona,Mikołaj Palej
321,UM/2022/00321,1519,2022-11-08,2022-11-26,2022-07-26,277852.55,PLN,w przygotowaniu,Oliwier Waleczek
322,UM/2025/00322,1068,2025-11-10,2025-11-16,2026-12-26,306649.61,PLN,zakończona,Sonia Błażejak
323,UM/2023/00323,1596,2023-03-05,2023-03-23,,280712.53,PLN,aktywna,Przemysław Spadło
324,UM/2026/00324,1473,2026-06-02,2026-06-17,2028-08-22,356008.12,PLN,aktywna,Borys Syldatk
325,UM/2026/00325,14,2026-02-23,2026-03-09,2027-07-26,312250.2,PLN,w przygotowaniu,Marika Majorczyk
326,UM/2022/00326,1591,2022-04-06,2022-04-06,,289424.52,PLN,zakończona,Nikodem Neska
327,UM/2021/00327,1032,2021-07-29,2021-08-12,2023-07-25,442355.14,PLN,zakończona,Miłosz Klinkosz
328,UM/2021/00328,1864,2021-09-04,2021-09-14,2022-07-11,8744.15,PLN,zakończona,Olaf Zgoła
329,UM/2025/00329,1422,2025-05-04,2025-05-14,2027-10-23,258395.87,PLN,w przygotowaniu,pani Liwia Drop
330,UM/2025/00330,1630,2025-01-31,2025-02-10,2025-07-29,267918.79,PLN,zakończona,pan Tymon Żelazo
331,UM/2026/00331,2036,2026-05-30,2026-06-03,2029-12-23,82738.68,PLN ,aktywna,Ignacy Mierzwiak
332,UM/2023/00332,173,2023-02-27,2023-03-07,2024-06-11,120875.31,PLN,aktywna,Ewa Zwara
333,UM/2023/00333,263,2023-09-30,2023-10-18,2025-05-19,53414.16,PLN,aktywna,pan Olaf Szumny
334,UM/2026/00334,1923,2026-03-08,2026-03-11,2028-11-04,369755.12,PLN,aktywna,pan Jakub Dziuda
335,UM/2023/00335,1393,2023-08-25,2023-09-12,2025-04-19,40188.48,PLN,w przygotowaniu,Borys Kościk
336,UM/2026/00336,1234,2026-01-06,2026-01-10,2026-10-13,416846.19,PLN,aktywna,Klara Magryta
337,UM/2024/00337,446,2024-08-13,2024-08-17,2027-02-07,408048.2,PLN,aktywna,pani Kamila Smoter
338,UM/2022/00338,1685,2022-06-08,2022-06-11,2025-10-17,135514.94,PLN,w przygotowaniu,pan Maurycy Sławik
339,UM/2025/00339,1178,2025-11-08,2025-11-18,2026-11-12,149675.33,PLN,aktywna,Krystyna Sorbian
340,UM/2023/00340,640,2023-01-04,2023-01-09,2026-08-08,144334.62,PLN,aktywna,Ignacy Jaracz
341,UM/2022/00341,539,2022-05-22,2022-05-23,2023-12-07,8522.87,PLN,aktywna,Julita Pacocha
342,UM/2022/00342,1834,2022-08-01,2022-08-17,2023-08-07,469184.37,PLN,aktywna,Elżbieta Marosz
343,UM/2024/00343,660,2024-08-03,2024-08-11,,331484.1,PLN,zakończona,Nela Dubis
344,UM/2021/00344,2001,2021-11-07,2021-11-25,2025-09-27,48845.48,PLN,aktywna,Karina Zwara
345,UM/2023/00345,663,2023-05-22,2023-06-10,2024-12-22,162034.35,PLN,zakończona,Monika Kubina
346,UM/2022/00346,1986,2022-03-05,2022-03-18,2026-01-08,92712.91,PLN,zakończona,Robert Ciastek
347,UM/2025/00347,1126,2025-08-26,2025-09-08,2028-11-04,367891.11,PLN,zakończona,Gabriel Kliber
348,UM/2023/00348,1861,2023-02-14,2023-02-28,2023-09-20,290430.77,PLN,zakończona,Radosław Zagrajek
349,UM/2022/00349,284,2022-09-29,2022-10-07,2025-02-12,2734.58,PLN,aktywna,pani Ewelina Granat
350,UM/2021/00350,1905,2021-07-22,2021-07-23,2025-05-27,299109.99,PLN,zakończona,Blanka Linda
351,UM/2022/00351,2144,2022-12-07,2022-12-08,2024-07-06,65301.27,PLN,aktywna,Filip Więcławek
352,UM/2022/00352,1733,2022-03-14,2022-03-29,2024-05-11,419917.6,PLN,aktywna,Inga Nicewicz
353,UM/2023/00353,2007,2023-11-27,2023-12-03,2024-07-21,215231.51,PLN,w przygotowaniu,Patryk Ulewicz
354,UM/2022/00354,1316,2022-04-28,2022-05-17,2024-04-02,334586.9,PLN,w przygotowaniu,Iwo Wosiek
355,UM/2023/00001,1864,2024-03-06,2024-03-12,2026-12-19,272401.8,PLN,w przygotowaniu,Gabriel Barłóg
356,UM/2022/00356,796,2022-07-15,2022-07-31,2024-07-05,78943.68,PLN,zakończona,Elżbieta Majzner
357,UM/2023/00357,656,2023-12-20,2023-12-25,2025-02-27,93850.53,PLN,aktywna,Kamil Horbacz
358,UM/2024/00358,807,2024-06-26,2024-07-12,2026-01-09,360639.52,PLN,aktywna,Kornelia Wojtaszczyk
359,UM/2022/00359,1333,2022-08-25,2022-08-30,2025-09-17,361213.41,PLN,aktywna,Marcin Jakiel
360,UM/2023/00360,115,2023-06-02,2023-06-14,2027-01-25,73129.4,PLN,w przygotowaniu,Ignacy Wojtyna
361,UM/2021/00361,1194,2021-09-16,2021-09-17,2021-08-16,438846.08,zł,w przygotowaniu,Marek Celuch
362,UM/2022/00362,1226,2022-02-02,2022-02-04,2023-11-25,86713.24,PLN,zakończona,Lidia Świć
363,UM/2022/00363,635,2022-06-08,2022-06-16,2023-09-28,405675.2,PLN,zakończona,Norbert Ubysz
364,UM/2024/00364,904,2023-12-28,2024-01-15,2024-06-06,353409.87,PLN,w przygotowaniu,Albert Deryło
365,UM/2025/00365,142,2025-02-23,2025-03-03,2027-05-15,208076.6,PLN,aktywna,Karol Błażejewicz
366,UM/2025/00366,775,2025-06-07,2025-06-13,2029-02-18,321718.74,PLN,zakończona,Natan Sygut
367,UM/2023/00001,1444,2023-02-07,2023-02-13,2023-12-31,429674.84,PLN,w przygotowaniu,pani Aurelia Kornet
368,UM/2026/00368,849,2026-02-08,2026-02-24,2027-09-16,223943.12,PLN,w przygotowaniu,pani Kornelia Chomiuk
369,UM/2024/00369,327,2024-10-08,2024-10-27,2027-02-11,11794.22,PLN,aktywna,Sonia Pasiak
370,UM/2025/00370,1098,2025-10-21,2025-10-31,2026-04-05,281135.02,PLN,zakończona,Paweł Skutnik
371,UM/2024/00371,243,2024-09-17,2024-10-03,2026-12-09,349957.63,PLN,aktywna,Eryk Błażejewicz
372,UM/2023/00372,529,2023-06-23,2023-06-30,2026-05-31,91770.09,PLN,w przygotowaniu,Natan Wyskiel
373,UM/2025/00373,58,2025-05-17,2025-05-17,2026-09-10,241544.87,PLN,w przygotowaniu,pan Andrzej Fierek
374,UM/2023/00374,2223,2023-11-13,2023-12-02,2024-07-22,406880.39,PLN,w przygotowaniu,pan Robert Zamora
375,UM/2026/00375,1614,2026-02-24,2026-03-10,2028-02-08,143279.18,PLN,w przygotowaniu,pan Grzegorz Sykała
376,UM/2025/00376,689,2025-01-14,2025-02-02,2027-04-19,49889.07,PLN,w przygotowaniu,Olgierd Oczkowicz
377,UM/2022/00377,1560,2022-12-05,2022-12-16,2025-04-05,21628.55,PLN,w przygotowaniu,Wojciech Skutnik
378,UM/2025/00378,559,2025-11-14,2025-11-18,2028-04-06,229579.15,PLN,w przygotowaniu,Dawid Stachów
379,UM/2021/00379,1364,2021-07-20,2021-07-24,2022-10-10,339066.24,PLN,zakończona,Gaja Kupidura
380,UM/2026/00380,1083,2026-01-02,2026-01-22,2029-11-12,52548.42,PLN,aktywna,pani Janina Obiała
381,UM/2025/00381,2583,2025-09-16,2025-09-27,2029-09-23,178188.22,PLN,zakończona,Krystyna Jancewicz
382,UM/2022/00382,1243,2022-07-20,2022-07-22,2026-06-19,72274.51,PLN,w przygotowaniu,Kajetan Banak
383,UM/2023/00383,1724,2023-10-16,2023-11-05,2026-08-03,254192.76,PLN,w przygotowaniu,pan Patryk Bubak
384,UM/2024/00384,203,2024-09-21,2024-10-01,2026-06-26,284643.67,PLN,zakończona,Marika Rejmak
385,UM/2024/00385,1018,2024-04-02,2024-04-08,2024-09-17,212723.61,PLN,zakończona,Oliwier Penkala
386,UM/2022/00386,1331,2022-07-01,2022-07-07,2024-05-18,489228.03,PLN,aktywna,Filip Sinkiewicz
387,UM/2021/00387,1312,2021-09-01,2021-09-09,2024-05-06,425322.62,PLN,w przygotowaniu,Maksymilian Młynarz
388,UM/2022/00388,1672,2022-10-06,2022-10-26,2023-11-07,34509.06,PLN,aktywna,Józef Labudda
389,UM/2023/00389,851,2023-03-11,2023-03-26,2023-10-22,36526.68,PLN,aktywna,Norbert Maćków
390,UM/2026/00390,2170,2026-07-15,2026-07-18,2028-04-13,22462.31,PLN,aktywna,Konrad Kunda
391,UM/2023/00391,1014,2023-05-20,2023-06-09,2025-12-27,455264.94,PLN,w przygotowaniu,Sonia Łakota
392,UM/2025/00392,987,2025-09-07,2025-09-09,2027-12-25,373972.65,PLN,aktywna,Igor Piejko
393,UM/2022/00393,670,2022-06-10,2022-06-22,2024-10-03,138541.99,PLN,zakończona,Dawid Pietrasiak
394,UM/2023/00394,1899,2023-02-18,2023-02-19,2025-11-02,217998.05,PLN,w przygotowaniu,Patryk Olewniczak
395,UM/2025/00395,1562,2025-01-16,2025-01-25,2029-01-22,141623.25,PLN,w przygotowaniu,Iwo Żuberek
396,UM/2023/00396,954,2023-11-16,2023-11-17,2027-08-22,233873.43,pln,w przygotowaniu,pan Marcin Orawiec
397,UM/2025/00397,1885,2025-08-24,2025-09-09,2026-02-07,40586.4,PLN,aktywna,Cyprian Wielądek
398,UM/2025/00398,151,2025-08-26,2025-08-29,2026-04-17,68468.27,PLN,zakończona,Liwia Pinda
399,UM/2023/00001,1524,2024-06-17,2024-06-29,2024-10-15,303394.6,PLN,zakończona,Fryderyk Uziębło
400,UM/2022/00400,461,2022-03-27,2022-04-12,2023-02-10,241700.84,PLN,w przygotowaniu,Marcelina Wielgat
401,UM/2024/00401,81,2024-11-04,2024-11-04,2028-10-01,140453.31,PLN,w przygotowaniu,Tobiasz Terka
402,UM/2021/00402,253,2021-11-28,2021-12-12,2022-07-01,85604.7,PLN,aktywna,Piotr Stempin
403,UM/2025/00403,1202,2025-05-13,2025-05-31,2026-01-22,87321.14,PLN,aktywna,Ignacy Hermanowicz
404,UM/2023/00404,852,2023-02-23,2023-02-23,2026-07-31,356757.69,PLN,zakończona,Eryk Podgórny
405,UM/2023/00405,1086,2023-03-05,2023-03-07,2023-09-28,65915.79,PLN,aktywna,Kornelia Raczkiewicz
406,UM/2024/00406,1125,2024-02-10,2024-02-16,2024-08-06,38444.9,PLN,zakończona,Tymoteusz Żbik
407,UM/2023/00407,889,2023-08-18,2023-08-20,2023-12-07,182851.74,PLN,w przygotowaniu,pani Ewelina Organiściak
408,UM/2024/00408,1297,2024-06-07,2024-06-08,2024-04-05,194131.7,PLN,aktywna,pan Łukasz Powałka
409,UM/2025/00409,1823,2025-11-06,2025-11-17,2028-07-15,324093.69,PLN,zakończona,pan Józef Wiercigroch
410,UM/2022/00410,934,2022-03-06,2022-03-17,2023-12-09,468679.48,PLN,zakończona,pani Melania Lada
411,UM/2023/00411,2588,2023-10-23,2023-10-26,2024-03-07,133651.6,PLN,aktywna,Damian Ulrych
412,UM/2024/00412,212,2024-02-11,2024-02-15,2027-01-11,33455.04,PLN,aktywna,pan Jakub Szynkiewicz
413,UM/2024/00413,471,2024-07-29,2024-08-01,2027-01-03,482342.82,PLN,aktywna,Józef Kosiec
414,UM/2022/00414,1780,2022-03-15,2022-03-20,2022-11-27,432644.93,PLN,zakończona,Roksana Kocaj
415,UM/2026/00415,1049,2026-04-14,2026-04-20,2027-02-01,375950.97,PLN,w przygotowaniu,pan Jędrzej Pietrewicz
416,UM/2022/00416,459,2022-08-20,2022-08-21,2024-05-11,197050.41,PLN,w przygotowaniu,Klara Kondej
417,UM/2026/00417,1334,2026-05-13,2026-05-13,2028-12-21,316270.22,PLN,w przygotowaniu,Apolonia Kiliszek
418,UM/2026/00418,766,2026-06-05,2026-06-15,2029-06-30,174533.73,PLN,aktywna,Apolonia Zaborek
419,UM/2026/00419,2035,2026-04-21,2026-04-27,2026-10-07,250132.14,PLN,aktywna,Wiktor Rajczyk
420,UM/2022/00420,29,2022-07-26,2022-08-09,2023-09-01,73370.74,PLN,w przygotowaniu,pani Monika Wysota
421,UM/2021/00421,1255,2021-09-16,2021-09-26,2025-01-15,407028.52,PLN,w przygotowaniu,Malwina Kurzac
422,UM/2022/00422,82,2022-07-03,2022-07-20,2024-06-24,259262.66,PLN,w przygotowaniu,Bruno Molek
423,UM/2025/00423,2587,2025-12-11,2025-12-29,2026-06-07,65036.11,PLN,aktywna,Klara Gul
424,UM/2026/00424,1670,2026-02-10,2026-02-11,2027-09-04,50468.09,PLN,aktywna,Sonia Labus
425,UM/2024/00425,974,2024-10-25,2024-10-27,2028-09-27,416742.19,PLN,w przygotowaniu,Fryderyk Warwas
426,UM/2022/00426,242,2022-02-09,2022-02-09,2023-11-11,405857.37,PLN,w przygotowaniu,Marika Wołkowicz
427,UM/2025/00427,469,2025-05-16,2025-05-21,2028-06-18,417484.08,PLN,w przygotowaniu,pan Fryderyk Tomalik
428,UM/2024/00428,556,2024-01-14,2024-02-03,2024-12-15,93181.1,PLN,w przygotowaniu,pani Tola Miąsik
429,UM/2024/00429,315,2024-01-15,2024-01-25,2026-01-10,355279.14,PLN,zakończona,Józef Sito
430,UM/2025/00430,1458,2025-01-10,2025-01-18,2026-02-19,318325.46,PLN,zakończona,pan Eryk Graban
431,UM/2025/00431,181,2025-07-07,2025-07-11,2027-08-17,203182.22,PLN,zakończona,Janina Grygorcewicz
432,UM/2025/00432,1963,2025-02-25,2025-03-04,2026-05-23,266740.62,PLN,w przygotowaniu,Sara Tadych
433,UM/2023/00433,1613,2023-12-14,2023-12-27,2027-09-27,447223.48,PLN,w przygotowaniu,Nataniel Materek
434,UM/2021/00434,154,2021-11-18,2021-11-28,2022-08-15,35964.96,PLN,aktywna,Jacek Czosnyka
435,UM/2024/00435,556,2024-09-09,2024-09-23,2028-07-25,75058.37,PLN,zakończona,pan Damian Słomiany
436,UM/2022/00436,1746,2022-07-30,2022-08-14,2022-12-21,235902.37,PLN,w przygotowaniu,Adrian Żołądź
437,UM/2024/00437,1579,2024-06-01,2024-06-15,2026-01-04,229927.14,PLN,aktywna,Dariusz Frączkiewicz
438,UM/2021/00438,13,2021-07-30,2021-08-15,2024-08-19,345891.74,PLN,aktywna,pan Karol Kapałka
439,UM/2022/00439,2062,2022-11-30,2022-12-19,2023-07-07,396398.18,PLN,w przygotowaniu,Melania Bazela
440,UM/2023/00440,897,2023-07-21,2023-07-27,2023-01-24,371456.43,PLN,aktywna,Anna Maria Domowicz
441,UM/2023/00441,731,2023-07-19,2023-07-20,2026-05-05,281401.54,PLN,w przygotowaniu,Jędrzej Ludwin
442,UM/2022/00442,1579,2022-12-12,2022-12-14,2025-08-15,414485.74,PLN,zakończona,Robert Gołoś
443,UM/2025/00443,67,2025-02-26,2025-02-28,2026-04-29,223662.12,PLN,aktywna,Marek Rutowicz
444,UM/2024/00444,480,2024-11-07,2024-11-11,2026-12-07,191296.67,PLN,zakończona,pani Liwia Paszkowiak
445,UM/2021/00445,1715,2021-10-31,2021-11-18,2025-04-12,212211.72,PLN,aktywna,Karina Janoszek
446,UM/2022/00446,1110,2022-01-18,2022-01-18,2022-05-28,337030.66,PLN,w przygotowaniu,Mariusz Olchawa
447,UM/2021/00447,740,2021-08-27,2021-09-16,2025-02-20,336133.08,PLN,zakończona,Konrad Osipowicz
448,UM/2023/00448,887,2023-09-18,2023-10-01,2026-09-15,11298.58,PLN,w przygotowaniu,pani Julita Kolarz
449,UM/2023/00449,847,2023-11-18,2023-11-24,2025-06-04,408296.16,PLN,w przygotowaniu,Ignacy Powązka
450,UM/2025/00450,181,2025-02-27,2025-03-11,,196130.73,PLN,zakończona,Fryderyk Świerkosz
451,UM/2025/00451,1754,2025-02-28,2025-02-28,2028-03-04,396230.39,PLN,zakończona,Jacek Mudlaff
452,UM/2023/00452,109,2023-06-28,2023-07-18,2023-11-25,19422.08,PLN,aktywna,Lidia Cieloch
453,UM/2025/00453,219,2025-04-26,2025-05-13,2029-01-08,109838.47,PLN,zakończona,pan Antoni Rolek
454,UM/2023/00001,2473,2025-01-13,2025-01-24,2028-10-18,24930.07,PLN ,w przygotowaniu,Dawid Szyguła
455,UM/2024/00455,147,2024-11-02,2024-11-13,2027-12-12,491785.83,PLN,zakończona,Ernest Owsiak
456,UM/2026/00456,1209,2026-07-13,2026-07-22,2026-04-23,400192.54,PLN,w przygotowaniu,Juliusz Paździora
457,UM/2024/00457,277,2024-10-06,2024-10-10,2026-08-20,131363.4,PLN,zakończona,Jędrzej Małota
458,UM/2021/00458,198,2021-11-23,2021-12-04,2024-05-15,7412.9,PLN,aktywna,Julian Wielgos
459,UM/2024/00459,174,2024-11-11,2024-11-25,2028-09-16,200065.24,PLN,w przygotowaniu,pani Anna Maria Terka
